dlga_governers_doughter_quest_doughter_first_5:governers_doughter_quest_doughter_first_fail|I'm very sorry to interrupt our lovely conversation on such note, Master {s2}. I lost myself in conversation with you for a moment... But to be honest with you, my aunt's sickness has been bothering me so much lately. I'll need to pay her a visit sooner than I planned. I thank you once again from the bottom of my heart!{***}
dlga_governers_doughter_quest_doughter_first_5:governers_doughter_quest_doughter_first_5_p|{s10}{***}
dlga_governers_doughter_quest_doughter_first_5_p:governers_doughter_quest_doughter_first_6|Please tell your father that I am honored by his invitation and will be delighted to accept it.  {***}
dlga_governers_doughter_quest_doughter_first_5_p:governers_doughter_quest_doughter_first_6.1|I am not a purveyor of fancy dining, but for the sake of your beautiful eyes I could eat even a stuffed sandal. Rest assured, I will come.{***}
dlga_governers_doughter_quest_doughter_first_6:governers_doughter_quest_doughter_first_fail|I'm very sorry to interrupt our lovely conversation on such note, Master {s2}. I lost myself in conversation with you for a moment... But to be honest with you, my aunt's sickness has been bothering me so much lately. I'll need to pay her a visit sooner than I planned. I thank you once again from the bottom of my heart!{***}
dlga_governers_doughter_quest_doughter_first_6:governers_doughter_quest_doughter_first_6_p|This makes me happy, Master {s2}. Please tell me, what brings you to the Caribbean?{***}
dlga_governers_doughter_quest_doughter_first_6_p:governers_doughter_quest_doughter_first_7|Running away... but one cannot run from himself.{***}
dlga_governers_doughter_quest_doughter_first_6_p:governers_doughter_quest_doughter_first_7.1|Trading. Unfortunately, at the moment lady Luck is showing me her backside, excuse my language.  {***}
dlga_governers_doughter_quest_doughter_first_7:governers_doughter_quest_doughter_first_fail|I'm very sorry to interrupt our lovely conversation on such note, Master {s2}. I lost myself in conversation with you for a moment... But to be honest with you, my aunt's sickness has been bothering me so much lately. I'll need to pay her a visit sooner than I planned. I thank you once again from the bottom of my heart!{***}
dlga_governers_doughter_quest_doughter_first_7:governers_doughter_quest_doughter_first_7_p|{s10}{***}
dlga_governers_doughter_quest_doughter_first_7_p:close_window|{s10}{***}
dlga_governers_doughter_quest_doughter_first_7_p:close_window.1|You are most kind. You have a generous heart. Unfortunately, I have to go now. Allow me to say once again that I am honored to have met you. Au revoir!{***}
dlga_governers_doughter_quest_doughter_first_fail:close_window|I... I see... I wish your aunt a long life and good health.{***}
dlga_start:governers_doughter_quest_doughter_second_1_p|Have you enjoyed the dinner, good Sir?{***}
dlga_governers_doughter_quest_doughter_second_1_p:governers_doughter_quest_doughter_second_2|Finally we are alone. I couldn't wait for desserts to be over with. By the way, your cook really knows his beans.{***}
dlga_governers_doughter_quest_doughter_second_1_p:governers_doughter_quest_doughter_second_2.1|The duck breasts were superb, and the basil ice cream made the unfairness of this world seem more tolerable. Where did you find such an amazing cook?{***}
dlga_governers_doughter_quest_doughter_second_2:governers_doughter_quest_doughter_second_2_p|He is European. Terribly gruff, though - you would never suspect he can cook such delicious meals.{***}
dlga_governers_doughter_quest_doughter_second_2_p:governers_doughter_quest_doughter_second_3|By looking at you, one would suspect that you never eat at all.{***}
dlga_governers_doughter_quest_doughter_second_2_p:governers_doughter_quest_doughter_second_3.1|Yes, they have a refined cuisine in Europe. As for me, lentil soup with a glass of red wine is best. It's stupid, all these efforts just to stuff your belly.{***}
dlga_governers_doughter_quest_doughter_second_3:governers_doughter_quest_doughter_second_3_p|This is true, dear {s10}. I am not interested in food.{***}
dlga_governers_doughter_quest_doughter_second_3_p:governers_doughter_quest_doughter_second_4|Perhaps you prefer to spend your time reading?{***}
dlga_governers_doughter_quest_doughter_second_3_p:governers_doughter_quest_doughter_second_4.1|Let me guess - you prefer to stroll all alone, daydreaming?{***}
dlga_governers_doughter_quest_doughter_second_4:governers_doughter_quest_doughter_second_4_p|{s10}{***}
dlga_governers_doughter_quest_doughter_second_4_p:governers_doughter_quest_doughter_second_5|Your father is still a robust man. I am sure he can cope on his own.{***}
dlga_governers_doughter_quest_doughter_second_4_p:governers_doughter_quest_doughter_second_5.1|Do you not take lessons? Dancing, painting, music? Soon you will get married and lead a completely different life. You are engaged, aren't you? Such a lovely lady must have been betrothed long ago.{***}
dlga_governers_doughter_quest_doughter_second_4_p:governers_doughter_quest_doughter_second_5.2|I would be happy to accompany you on your walks, if you should so desire. You can show me around, and in return I will entertain you with anecdotes from my past life.{***}
dlga_governers_doughter_quest_doughter_second_4_p:governers_doughter_quest_doughter_second_5.3|Your Father trusts you with the paperwork? I must admit, you've astounded me. Might I ask in which areas of governorship you have gained competence?{***}
dlga_governers_doughter_quest_doughter_second_5:governers_doughter_quest_doughter_second_5_p|{s10}{***}
dlga_governers_doughter_quest_doughter_second_5_p:governers_doughter_quest_doughter_second_6|{s10}{***}
dlga_governers_doughter_quest_doughter_second_6:governers_doughter_quest_doughter_second_6_p|{s10}{***}
dlga_governers_doughter_quest_doughter_second_6_p:governers_doughter_quest_doughter_second_7|Forgive me, lady. If I went overboard, this was for the fear of showing a lack of tact. I know that it's easier to survive formal small-talk than someone else's attempts to pick at your personal feelings just out of boredom. I would like to make it up to you and invite you to a  very unusual outing.{***}
dlga_governers_doughter_quest_doughter_second_6_p:governers_doughter_quest_doughter_second_7.1|I am not yet ready to bore you with such stories. However, I would like to offer something much more thrilling.{***}
dlga_governers_doughter_quest_doughter_second_7:governers_doughter_quest_doughter_second_7_p|You are intriguing me, Master {s2}. Please continue.{***}
dlga_governers_doughter_quest_doughter_second_7_p:governers_doughter_quest_doughter_second_8|I promise that you will not be disappointed, but you will need all your cunning and wit. What would you say if I invited you to a real sailors' tavern? You could hear conversations in a dozen tongues, taste freshly caught fish, cooked to perfection and served on a hot skillet! What's more, the tavern has the best view of the harbor.{***}
dlga_governers_doughter_quest_doughter_second_8:governers_doughter_quest_doughter_second_8_p|Sounds terrible! I... I don't know what to say. I cannot accept your invitation. Such actions would besmirch my Father's reputation.{***}
dlga_governers_doughter_quest_doughter_second_8_p:governers_doughter_quest_doughter_second_9|This is precisely why we need your cunning and wit! You are gong to dress up as a ship-boy. No one would know that you are the Governor's daughter. This is your chance!{***}
dlga_governers_doughter_quest_doughter_second_9:close_window|Goodness gracious, you are causing a riot. All right, all right, I accept!{***}
dlga_governers_doughter_quest_doughter_second_6_p:close_window|Well... I did my best. Thanks for your time, nevertheless.{***}
dlga_start:governers_doughter_quest_courier_1_p|Well, {s10}, I hope that you bring good news and that you have won the trust of the young lady, because now we know where this old prude, her Father, gets so much money.{***}
dlga_governers_doughter_quest_courier_1_p:governers_doughter_quest_courier_2|Yes, it seems that I have been successful. The girl is truly a dainty bit. So what was it about her family's fortune?{***}
dlga_governers_doughter_quest_courier_2:governers_doughter_quest_courier_2_p|Her father covers pirates and smugglers! It was quite obvious. In addition, he imposes his own taxes, raises customs duties however he pleases, confiscates goods on the pretext that the merchants are transporting stolen cargo. And all he did to fortify the island was adding two batteries to the fort. And even those turned out to be a sham! Half the gun crews are missing and the guns themselves are so rusty they cannot even be fired!{***}
dlga_governers_doughter_quest_courier_2_p:governers_doughter_quest_courier_3|That's quite the list. However, I am not surprised.{***}
dlga_governers_doughter_quest_courier_3:governers_doughter_quest_courier_3_p|Now that you know this, think of how we might trap this bird a cage.{***}
dlga_governers_doughter_quest_courier_3_p:close_window|I will do my best.{***}
dlga_start:governers_doughter_quest_doughter_third_1_p|Oh, goodness! I was petrified! The entire time I was afraid that someone who knows me would pass by, and we would be exposed!{***}
dlga_governers_doughter_quest_doughter_third_1_p:governers_doughter_quest_doughter_third_2|Oh, I knew all would be well! In this outfit you are every bit a ship-boy, only your face is too pale. Oh, and you have an eyelash right here... Look!{***}
dlga_governers_doughter_quest_doughter_third_2:governers_doughter_quest_doughter_third_2_p|What a lovely mirror! A precious little thing. How did you come by it?{***}
dlga_governers_doughter_quest_doughter_third_2_p:governers_doughter_quest_doughter_third_3|It's yours.{***}
dlga_governers_doughter_quest_doughter_third_2_p:governers_doughter_quest_doughter_third_3.1|Oh, I bought it dirt-cheap from some vagabond. It was a steal, but he was dying for a drink. It didn't occur to me to ask where he got it in the first place. He may have stolen it, but what can you do?{***}
dlga_governers_doughter_quest_doughter_third_3:governers_doughter_quest_doughter_third_3_p|{s10}{***}
dlga_governers_doughter_quest_doughter_third_3_p:governers_doughter_quest_doughter_marry_1|Please calm down. I didn't expect this to make you so angry. This mirror is in fact all I have left from my mother. She did not part with it even when we were starving. She wanted me to give the mirror to my future wife, but I have since realized that I am probably incapable of falling in love and thus condemned to solitary existence. This is why I wanted you to have it. It would be a shame if I got killed in a skirmish and some thug took it.{***}
dlga_governers_doughter_quest_doughter_marry_1:governers_doughter_quest_doughter_marry_1_p|Oh, I am not angry at all! Please forgive me! I did not know... But why do you give up on love? Don't say things like this. You have your whole life ahead of you.{***}
dlga_governers_doughter_quest_doughter_marry_1_p:governers_doughter_quest_doughter_marry_2|He who tasted the bitterness of loss and disillusionment is wary of losing again. Think about this, too - perfect ladies are not likely to associate with a poor fellow like myself, no matter how smart he may be. And you, for example, do not take me seriously. This is not you fault; this is your upbringing.{***}
dlga_governers_doughter_quest_doughter_marry_2:governers_doughter_quest_doughter_marry_2_p|This is not true! Did I not follow you into that tavern at a word? Oh, I would follow you to the edge of the Earth! It is not appropriate for a girl to say so, but it's true!{***}
dlga_governers_doughter_quest_doughter_marry_2_p:governers_doughter_quest_doughter_marry_3|Not another word! Oh, dearest, you make me so happy! I did not dare to dream about you, but often I addressed you during my sleepless nights. You are wonderful, gentle yet fearless - and I love you. Blessed is the morning when the villains who attacked you filled my life with a new meaning. I am happy!{***}
dlga_governers_doughter_quest_doughter_marry_3:governers_doughter_quest_doughter_marry_3_p|Is this true? Are you being completely honest with me? If so... I'm so happy you feel the same way I do! I had this feeling that you might not enjoy my company as much as I enjoy yours...{***}
dlga_governers_doughter_quest_doughter_marry_3_p:governers_doughter_quest_doughter_marry_4|Oh, there should be no doubt in your mind. I value every second spent with you... And I understand this might not be quite the right time to ask, but would you consider taking our relationship to a higher level?{***}
dlga_governers_doughter_quest_doughter_marry_4:governers_doughter_quest_doughter_marry_4_p|*Leaning for a kiss*{***}
dlga_governers_doughter_quest_doughter_marry_4_p:close_window|*Kiss the daughter*{***}
dlga_governers_doughter_quest_doughter_third_3_p:governers_doughter_quest_doughter_third_4|Extraordinary scrupulousness, my lady, does you credit. What I cannot grasp is how it agrees with a love for a father who is blatantly stealing and covering pirates and smugglers. Or is he exempt?{***}
dlga_governers_doughter_quest_doughter_third_4:governers_doughter_quest_doughter_third_4_p|How dare you! My father is an honest man! The citizens respect him!{***}
dlga_governers_doughter_quest_doughter_third_4_p:governers_doughter_quest_doughter_third_5|Rather, they fear him - the man who imposes stifling taxes and strips people of their livelihoods in court. Nobody wants to cross him. I have proof of this.{***}
dlga_governers_doughter_quest_doughter_third_5:governers_doughter_quest_doughter_third_5_p|This cannot be true! You invented all this! Father would never lie to me. You are a scoundrel! A villain!{***}
dlga_governers_doughter_quest_doughter_third_5_p:governers_doughter_quest_doughter_third_6|This is actually not far from the truth.  Yes, I am a scoundrel and a villain, my lady. If your father doesn't leave the city along with his army, he will be looking at a great scandal, the loss of all of his privileges - and freedom, too.{***}
dlga_governers_doughter_quest_doughter_third_6:governers_doughter_quest_doughter_third_6_p|An abominable liar! Like a snake you have slithered into our house to destroy us. Oh, why didn't havens strike you down for you treachery! Damn you!{***}
dlga_governers_doughter_quest_doughter_third_6_p:governers_doughter_quest_doughter_third_7|How poetic! More wine? Now, will you tell your father of this conversation?{***}
dlga_governers_doughter_quest_doughter_third_7:close_window|I will, you bloody bastard...{***}
dlga_start:bandit_meet|Eh? What is it?{***}
dlga_bandit_meet:bandit_attack|Your life of crime is about to end, you scum!{***}
dlga_bandit_attack:close_window|{s5}{***}
dlga_bandit_meet:close_window|Nevermind, I have no business with you.{***}
dlga_start:disbanded_troop_ask|Would you like us to join your troops?{***}
dlga_disbanded_troop_ask:disbanded_troop_join|Yes. Let us ride together.{***}
dlga_disbanded_troop_join:close_window|Unfortunately, you do not have room in your party for us.{***}
dlga_disbanded_troop_join:close_window.1|We are at your command.{***}
dlga_disbanded_troop_ask:close_window|No. Not at this time.{***}
dlga_start:enemy_talk_1|You will not capture me again. Not this time.{***}
dlga_enemy_talk_1:enemy_talk_2|You don't have a chance against me. Give up.{***}
dlga_enemy_talk_2:close_window|I will give up when you are dead!{***}
dlga_start:party_encounter_routed_agents_are_caught|I beg you, please leave us alone.{***}
dlga_party_encounter_routed_agents_are_caught:party_encounter_routed_agents_are_caught2|Do you think you can run away from me? You will be my prisoner or die!{***}
dlga_party_encounter_routed_agents_are_caught2:close_window|Haven't you got any mercy? Fine, we will fight you to the last man!{***}
dlga_party_encounter_routed_agents_are_caught2:close_window.1|{s1}{***}
dlga_party_encounter_routed_agents_are_caught:close_window|All right. We'll leave you in peace for this time, do not face with us again.{***}
dlga_start:town_merchant_talk|Greetings, {s0}. How can I serve you today?{***}
dlga_town_merchant_talk:trade_requested_weapons|I want to buy a new weapon. Show me your wares.{***}
dlga_trade_requested_weapons:merchant_trade|Ah, yes, {s0}. These arms are the best you'll find anywhere.{***}
dlga_merchant_trade:town_merchant_talk|Anything else?{***}
dlga_town_merchant_talk:trade_requested_armor|I am looking for some equipment. Show me what you have.{***}
dlga_trade_requested_armor:merchant_trade|Of course, {s0}. You won't find a better armor in all the Americas.{***}
dlga_town_merchant_talk:trade_requested_horse|I am thinking of buying a horse.{***}
dlga_trade_requested_horse:merchant_trade|You have a fine eye for horses, {s0}. You won't find better beasts than these anywhere else.{***}
dlga_town_merchant_talk:dplmc_trade_autosell_1|I'd like to sell some weapons.{***}
dlga_dplmc_trade_autosell_1:dplmc_trade_autosell_2a|Let's see, aside from your personal equipment, I see {reg1} {reg3?things:thing} that I would buy for {reg0} {reg2?piastres:piastre}.  Do we have a deal?{***}
dlga_dplmc_trade_autosell_2a:merchant_trade|Sure.  Pleasure doing business with you.{***}
dlga_dplmc_trade_autosell_2a:merchant_trade.1|Not exactly.  Let me show you what I meant.{***}
dlga_dplmc_trade_autosell_2a:merchant_trade.2|Nevermind.{***}
dlga_dplmc_trade_autosell_1:dplmc_trade_autosell_2b|Aside from what I presume is your personal equipment, I don't see anything that I would be interested in buying.{***}
dlga_dplmc_trade_autosell_2b:merchant_trade|Let me show you what I meant.{***}
dlga_dplmc_trade_autosell_2b:merchant_trade.1|Nevermind then.{***}
dlga_town_merchant_talk:dplmc_trade_autosell_1.1|I'd like to sell some armor.{***}
dlga_town_merchant_talk:dplmc_trade_autosell_1.2|I'd like to sell some horses to you.{***}
dlga_town_merchant_talk:merchant_gossip|Tell me, what the people around these parts are talking about lately?{***}
dlga_merchant_gossip:town_merchant_talk|No news is good news, they say. Prices, weather, warfare, usual stuff.{***}
dlga_town_merchant_talk:close_window|Good-bye.{***}
dlga_start:town_merchant_talk.1|Good day. What can I do for you?{***}
dlga_start:town_dweller_talk|My {lord/lady}?{***}
dlga_town_dweller_talk:close_window|Farewell, for now.{***}
dlga_start:town_dweller_talk.1|Good day, {s0}.{***}
dlga_start:player_castle_guard_talk|Yes {s0}?{***}
dlga_player_castle_guard_talk:player_castle_guard_talk_2|How goes the watch, soldier?{***}
dlga_player_castle_guard_talk_2:player_castle_guard_talk_3|All is quiet, {s0}. Nothing to report.{***}
dlga_player_castle_guard_talk_3:close_window|Good. Keep your eyes open.{***}
dlga_start:close_window.41|Good day, {s0}. Always an honor to have you here in {s10}.{***}
dlga_start:close_window.42|Mind your manners within the walls and we'll have no trouble.{***}
dlga_start:hall_guard_talk|Your orders, {s0}?{***}
dlga_hall_guard_talk:hall_guard_duty|Stay on duty and let me know if anyone comes to see me.{***}
dlga_hall_guard_duty:close_window|Yes, {s0}. As you wish.{***}
dlga_hall_guard_talk:hall_guard_arrest|I want you to arrest this man immediately!{***}
dlga_hall_guard_arrest:hall_guard_arrest_2|Who do you want arrested {s0}?{***}
dlga_hall_guard_arrest_2:close_window|Ah, never mind my high spirits lads.{***}
dlga_hall_guard_arrest_2:close_window.1|Forget it. I will find another way to deal with this.{***}
dlga_start:close_window.43|We are not supposed to talk while on guard, {s0}.{***}
dlga_start:party_encounter_hostile_attacker|Your situation is hopeless. Surrender now, if you wish to live.{***}
dlga_party_encounter_hostile_attacker:close_window|We will fight to the last man!{***}
dlga_party_encounter_hostile_attacker:close_window.1|Spare us! We surrender.{***}
dlga_start:party_encounter_hostile_defender|What do you want?{***}
dlga_party_encounter_hostile_defender:party_encounter_hostile_ultimatum_surrender|Surrender or die!{***}
dlga_party_encounter_hostile_ultimatum_surrender:close_window|{s43}{***}
dlga_party_encounter_hostile_defender:close_window|Nothing. I was just passing by...{***}
dlga_start:merchant_quest_1_prologue_1|{s1}{***}
dlga_merchant_quest_1_prologue_1:merchant_quest_1_prologue_2|We've always had brigands in the hills, driven to banditry by war, debt, or love of violence. Recently, however, they've been getting bolder -- leaving their camps in the wild and venturing into town, looking for unwary prey. The watch commander tells us it's because of all the fighting on the frontiers -- fewer men to keep an eye on the streets -- but I'm not sure what to make of that. It seems to me that the most logical explanation is that these bandits have an ally inside the walls, who helps them enter unnoticed and helps them identify particularly tempting targets... Last week, you see, they took my nephew.{***}
dlga_merchant_quest_1_prologue_2:merchant_quest_1_prologue_3|I don't know what my nephew was thinking -- a lad from a prominent house, out alone after dark in times like these... Well, I suppose you were too, but you're a stranger here, and didn't know how bad things have become. He had no such excuse. But he's family, so what can you do? If you don't protect your kin, then people will start thinking that you can't protect your investements, either, and I can't have that... No doubt the gang will soon send word about a ransom, but I don't care to pay it.{***}
dlga_start:new_lady_meet_p|{s3}{***}
dlga_new_lady_meet_p:close_window|{s1}{***}
dlga_new_lady_meet_p:close_window.1|Farewell, my lady.{***}
dlga_new_lady_meet_p:new_lady_1_renown|try to flirt, lady 1.{***}
dlga_new_lady_1_renown:close_window|omg lol! go away! (Need 400 renown){***}
dlga_new_lady_1_renown:new_lady_flirt_1_p|Shure!{***}
dlga_new_lady_flirt_1_p:new_lady_flirt_1_1|+3 to relationship{***}
dlga_new_lady_flirt_1_1:new_lady_flirt_1_1_p|So cute!{***}
dlga_new_lady_flirt_1_1_p:new_lady_flirt_1_1_1|+4 to relationship{***}
dlga_new_lady_flirt_1_1_1:close_window|I love you{***}
dlga_new_lady_flirt_1_1_p:new_lady_flirt_1_1_2|-4 to relationship{***}
dlga_new_lady_flirt_1_1_2:close_window|I don't like you{***}
dlga_new_lady_flirt_1_p:new_lady_flirt_1_2|-3 to relationship{***}
dlga_new_lady_flirt_1_2:new_lady_flirt_1_2_p|WTF?!?!{***}
dlga_new_lady_flirt_1_2_p:new_lady_flirt_1_2_1|+4 to relationship{***}
dlga_new_lady_flirt_1_2_1:close_window|I like you{***}
dlga_new_lady_flirt_1_2_p:new_lady_flirt_1_2_2|-4 to relationship{***}
dlga_new_lady_flirt_1_2_2:close_window|I hate you!{***}
dlga_new_lady_meet_p:new_lady_2_renown|try to flirt, lady 2.{***}
dlga_new_lady_2_renown:close_window|no way! (Need 400 renown){***}
dlga_new_lady_2_renown:new_lady_flirt_2_p|Shure!{***}
dlga_new_lady_flirt_2_p:new_lady_flirt_2_1|+3 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_1:new_lady_flirt_2_1_p|So cute! (Evel lady){***}
dlga_new_lady_flirt_2_1_p:new_lady_flirt_2_1_1|+4 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_1_1:close_window|I love you (Evel lady){***}
dlga_new_lady_flirt_2_1_p:new_lady_flirt_2_1_2|-4 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_1_2:close_window|I don't like you (Evel lady){***}
dlga_new_lady_flirt_2_p:new_lady_flirt_2_2|-3 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_2:new_lady_flirt_2_2_p|WTF?!?! (Evel lady){***}
dlga_new_lady_flirt_2_2_p:new_lady_flirt_2_2_1|+4 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_2_1:close_window|I like you (Evel lady){***}
dlga_new_lady_flirt_2_2_p:new_lady_flirt_2_2_2|-4 to relationship (Evel lady){***}
dlga_new_lady_flirt_2_2_2:close_window|I hate you! (Evel lady){***}
dlga_new_lady_meet_p:close_window.2|I don't have money for that now.{***}
dlga_new_lady_meet_p:close_window.3|NO! I'd better burn my pirat licence!{***}
dlga_new_lady_meet_p:close_window.4|Okay.{***}
dlga_start:camp_troop_tavern_recruit_p|Happy to see you alive, {sir/m'am}! I am ready to resume my service to you if you want me to.{***}
dlga_start:close_window.44|Let's leave whenever you are ready.{***}
dlga_start:camp_troops_recruit_intro_p|{s5}{***}
dlga_camp_troops_recruit_intro_p:close_window|Just passing by, nevermind me.{***}
dlga_camp_troops_recruit_intro_p:camp_troops_recruit_info|{s6}{***}
dlga_camp_troops_recruit_info:camp_troops_recruit_info_p|{s5}{***}
dlga_camp_troops_recruit_info_p:close_window|Nevermind me.{***}
dlga_camp_troops_recruit_info_p:camp_troops_recruit_trading|{s6}{***}
dlga_camp_troops_recruit_trading:camp_troop_tavern_recruit_p|{s5}{***}
dlga_camp_troop_tavern_recruit_p:close_window|I am not interested in your services right now.{***}
dlga_camp_troop_tavern_recruit_p:close_window.1|{s2}{***}
dlga_start:supplier_talk_p|What do you want, {sir/m'am}?{***}
dlga_supplier_talk_p:close_window|Nevermind me.{***}
dlga_supplier_talk_p:close_window.1|You will take care of our food supplies from now on. Let me fill your shopping list...{***}
dlga_supplier_talk_p:close_window.2|I want you to deliver some food to us at once.{***}
dlga_start:fleetmaster_talk_p|What do you want, Cap'n?{***}
dlga_fleetmaster_talk_p:close_window|We should manage our cargo.{***}
dlga_fleetmaster_talk_p:close_window.1|I need to take a look at our fleet.{***}
dlga_fleetmaster_talk_p:close_window.2|Give a signal, we put to sea.{***}
dlga_fleetmaster_talk_p:close_window.3|Gather the landing party, we are going ashore.{***}
dlga_fleetmaster_talk_p:close_window.4|Nevermind.{***}
dlga_start:secretary_talk_p|{Monsignor/Mademoiselle}, I am listening?{***}
dlga_secretary_talk_p:close_window|Send a word to my captains and governors. I am gathering a council.{***}
dlga_secretary_talk_p:secretary_stop_war|I want you to discuss a truce.{***}
dlga_secretary_stop_war:secretary_stop_war_p|Who do you wish to make peace with, {monsignor/mademoiselle}?{***}
dlga_secretary_stop_war_p:secretary_stop_war_fac|I want to cease our hostilities with the {s0}.{***}
dlga_secretary_stop_war_fac:secretary_stop_war_fac_p|{s1}{***}
dlga_secretary_stop_war_fac_p:close_window|That's ridiculous. We'll keep fighting until they agree to more reasonable offer, then.{***}
dlga_secretary_stop_war_fac_p:close_window.1|Very well then. Pay them what they want and let's stop this war.{***}
dlga_secretary_stop_war_p:start|I've changed my mind.{***}
dlga_secretary_talk_p:secretary_declare_war|I want you to formally declare war against our enemies.{***}
dlga_secretary_declare_war:secretary_declare_war_p|Who do you wish to attack, {monsignor/mademoiselle}?{***}
dlga_secretary_declare_war_p:secretary_declare_war_conform|The {s0}.{***}
dlga_secretary_declare_war_conform:secretary_declare_war_conform_p|I am sure our glorious armies will be victorious, {monsignor/mademoiselle}, but are you absolutely certain you wish to open hostilities? {s1}{***}
dlga_secretary_declare_war_conform_p:close_window|Yes. I have endured their insolence for long enough!{***}
dlga_secretary_declare_war_conform_p:start|Hm, you may be right. I need to think that over.{***}
dlga_secretary_declare_war_p:start|I've changed my mind.{***}
dlga_secretary_talk_p:close_window.1|I need to improve my relations with one of my governors.{***}
dlga_secretary_talk_p:secretary_talk_p_call_to_arms|I plan a general offensive. Order my captains to join my army.{***}
dlga_secretary_talk_p_call_to_arms:secretary_talk_p_call_to_arms_p|You wish to summon all captains for a new campaign?{***}
dlga_secretary_talk_p_call_to_arms_p:start|Nevermind me.{***}
dlga_secretary_talk_p_call_to_arms_p:secretary_talk_p_call_to_arms_verify|Yes. We must gather all our forces before we march on the enemy.{***}
dlga_secretary_talk_p_call_to_arms_verify:secretary_talk_p|All right then. I will send messengers and tell everyone to come here.{***}
dlga_secretary_talk_p:secretary_talk_p_disband_army|Tell the captains to go their way, I no longer need their troops around.{***}
dlga_secretary_talk_p_disband_army:secretary_talk_p_disband_army_p|You want to end the current campaign and release all captains from duty?{***}
dlga_secretary_talk_p_disband_army_p:start|I've changed my mind.{***}
dlga_secretary_talk_p_disband_army_p:secretary_talk_p_disband_army_verify|Yes. We no longer need all our forces here.{***}
dlga_secretary_talk_p_disband_army_verify:secretary_talk_p|All right. I will let everyone know that they are released from duty.{***}
dlga_secretary_talk_p:secretary_talk_governer|I want to change the governor at one of my cities.{***}
dlga_secretary_talk_governer:secretary_talk_governer_p|What city do you have in mind, {monsignor/mademoiselle}?{***}
dlga_secretary_talk_governer_p:start|I've changed my mind.{***}
dlga_secretary_talk_governer_p:secretary_talk_governer_pretenders|{s1}.{***}
dlga_secretary_talk_governer_pretenders:secretary_talk_governer_pretenders_p|{s2} has been appointed as the governor of {s1}. Who would you like to select as a new governor?{***}
dlga_secretary_talk_governer_pretenders_p:start|I've changed my mind.{***}
dlga_secretary_talk_governer_pretenders_p:start.1|I will govern it myself.{***}
dlga_secretary_talk_governer_pretenders_p:start.2|{s1} should govern it from now on.{***}
dlga_secretary_talk_p:close_window.2|Nevermind me.{***}
dlga_start:officer_talk_p|Your orders, colonel?{***}
dlga_officer_talk_p:close_window|None at the moment.{***}
dlga_officer_talk_p:officer_talk_train|I need you to train some of my troops.{***}
dlga_officer_talk_train:officer_talk_train_p|Who do you want to train?{***}
dlga_officer_talk_train_p:start|I've changed my mind.{***}
dlga_officer_talk_train_p:start.1|My {s2} (training {reg1} of them costs {reg0} piastres).{***}
dlga_officer_talk_p:officer_talk_change_troops|I want to retrain some soldiers for a different branch of service.{***}
dlga_officer_talk_change_troops:officer_talk_change_troops_p|Who do you want to retrain?{***}
dlga_officer_talk_change_troops_p:start|I've changed my mind.{***}
dlga_officer_talk_change_troops_p:officer_talk_choose_troops|My {s2}.{***}
dlga_officer_talk_choose_troops:officer_talk_choose_troops_p|And what kind of troops should they become?{***}
dlga_officer_talk_choose_troops_p:start|I've changed my mind.{***}
dlga_officer_talk_choose_troops_p:officer_talk_choose_troops_conform|Turn them into {s2}.{***}
dlga_officer_talk_choose_troops_conform:officer_talk_choose_troops_conform_p|That will cost you {reg1} piastres, Colonel.{***}
dlga_officer_talk_choose_troops_conform:officer_talk_p|That would cost you {reg1} piastres, Colonel. I don't think you have that much coin on yourself, though. Anything else?{***}
dlga_officer_talk_choose_troops_conform_p:start|Make it so.{***}
dlga_officer_talk_choose_troops_conform_p:start.1|I've changed my mind.{***}
dlga_start:chamberlain_talk_p|Yes, {senor/senora}?{***}
dlga_chamberlain_talk_p:close_window|Nevermind me.{***}
dlga_chamberlain_talk_p:close_window.1|I need some banking services.{***}
dlga_chamberlain_talk_p:chamberlain_caravan|I need you to organize a convoy to ship goods between my facilities.{***}
dlga_chamberlain_caravan:close_window|{s1}{***}
dlga_chamberlain_talk_p:close_window.2|I want to trade some goods at one of my offices.{***}
dlga_start:nun_talk_p|Yes?{***}
dlga_nun_talk_p:close_window|Just passing by, nevermind me.{***}
dlga_start:abbess_talk_p|Greetings, child. What do you want from this house of the Lord?{***}
dlga_abbess_talk_p:abbess_treatment|I need some healing, please!{***}
dlga_abbess_treatment:abbess_treatment_p|Well... We could heal your wounds and treat your men as well. With Lord's help, I might be able to do something if you suffer from any crippling afflictions, too.{***}
dlga_abbess_treatment_p:abbess_treatment_wounds|I do suffer, my lady. Please, help me.{***}
dlga_abbess_treatment_wounds:abbess_treatment_wounds_p|I see. Treatment for these afflictions requires many rare herbs and medicines. I am afraid that would cost you {reg1} piastres.{***}
dlga_abbess_treatment_wounds_p:close_window|Anything you wish! Just do that, please.{***}
dlga_abbess_treatment_wounds_p:close_window.1|Oh... Some other time then.{***}
dlga_abbess_treatment_p:abbess_treatment_heal|Then take a look at me and my company, please.{***}
