menu_start_game_0|Select your gender:{***}
mno_choose_scene_104|oim p scene 035: indoors{***}
mno_choose_scene_105|oim p scene 036: generate{***}
mno_choose_scene_106|oim p scene 037: generate{***}
mno_choose_scene_107|oim p scene 039: generate{***}
mno_choose_scene_108|oim p scene 040: generate{***}
mno_choose_scene_109|oim p scene 041: generate{***}
mno_choose_scene_110|oim p scene 042: generate{***}
mno_choose_scene_111|oim p scene 043: generate{***}
mno_choose_scene_112|oim p scene 044: generate{***}
mno_choose_scene_113|oim p scene 045: generate{***}
mno_choose_scene_114|oim p scene 046: generate{***}
mno_choose_scene_115|oim p scene 047: generate{***}
mno_choose_scene_116|oim p scene 048: generate{***}
menu_choose_scenes_117|Choose a scene: (Page 10 of 18){***}
mno_choose_scene_117|oim p scene 049: generate{***}
mno_choose_scene_118|oim p scene 050: generate{***}
mno_choose_scene_119|oim p scene 051: generate{***}
mno_choose_scene_120|oim p scene 052: generate{***}
mno_choose_scene_121|oim p scene 053: generate{***}
mno_choose_scene_122|oim p scene 054: generate{***}
mno_choose_scene_123|oim p scene 055: generate{***}
mno_choose_scene_124|oim p scene 056: generate{***}
mno_choose_scene_125|oim p scene 057: generate{***}
mno_choose_scene_126|oim p scene 058: generate{***}
mno_choose_scene_127|oim p scene 059: generate{***}
mno_choose_scene_128|oim p scene 060: generate{***}
mno_choose_scene_129|oim p scene 061: generate{***}
menu_choose_scenes_130|Choose a scene: (Page 11 of 18){***}
mno_choose_scene_130|oim p scene 062: generate{***}
mno_choose_scene_131|oim p scene 063: generate{***}
mno_choose_scene_132|oim p scene 064: generate{***}
mno_choose_scene_133|oim p scene 065: generate{***}
mno_choose_scene_134|oim p scene 066: generate{***}
mno_choose_scene_135|oim p scene 067: generate{***}
mno_choose_scene_136|oim p scene 068: generate{***}
mno_choose_scene_137|oim p scene 069: generate{***}
mno_choose_scene_138|oim p scene 072: generate{***}
mno_choose_scene_139|oim p scene 073: generate{***}
mno_choose_scene_140|oim p scene 074: generate{***}
mno_choose_scene_141|oim p scene 075: generate{***}
mno_choose_scene_142|oim p scene 076: generate{***}
menu_choose_scenes_143|Choose a scene: (Page 12 of 18){***}
mno_choose_scene_143|oim p scene 077: generate{***}
mno_choose_scene_144|oim p scene 078: generate{***}
mno_choose_scene_145|oim p scene 079: generate{***}
mno_choose_scene_146|oim p scene 080: no horses|generate{***}
mno_choose_scene_147|oim p scene 081: generate{***}
mno_choose_scene_148|oim p scene 082: generate{***}
mno_choose_scene_149|oim p scene 083: generate{***}
mno_choose_scene_150|oim p scene 084: generate{***}
mno_choose_scene_151|oim p scene 085: generate{***}
mno_choose_scene_152|oim p scene 086: generate{***}
mno_choose_scene_153|oim p scene 087: generate{***}
mno_choose_scene_154|oim p scene 088: generate{***}
mno_choose_scene_155|oim p scene 090: generate{***}
menu_choose_scenes_156|Choose a scene: (Page 13 of 18){***}
mno_choose_scene_156|oim p scene 091: generate{***}
mno_choose_scene_157|oim p scene 099: generate|auto entry points|randomize{***}
mno_choose_scene_158|oim p scene 100: generate|auto entry points|randomize{***}
mno_choose_scene_159|oim p scene 101: generate|auto entry points|randomize{***}
mno_choose_scene_160|oim p scene 102: generate{***}
mno_choose_scene_161|oim p scene 103: indoors{***}
mno_choose_scene_162|oim p scene 104: generate{***}
mno_choose_scene_163|oim p scene 105: generate{***}
mno_choose_scene_164|oim p scene 106: generate{***}
mno_choose_scene_165|oim p scene 107: generate{***}
mno_choose_scene_166|oim p scene 108: generate{***}
mno_choose_scene_167|oim p scene 109: generate{***}
mno_choose_scene_168|oim p scene 110: generate{***}
menu_choose_scenes_169|Choose a scene: (Page 14 of 18){***}
mno_choose_scene_169|oim p scene 111: generate|auto entry points|randomize{***}
mno_choose_scene_170|oim p scene 112: generate{***}
mno_choose_scene_171|oim p scene 113: generate{***}
mno_choose_scene_172|oim p scene 114: generate{***}
mno_choose_scene_173|oim p scene 115: generate{***}
mno_choose_scene_174|oim p scene 116: generate{***}
mno_choose_scene_175|oim p scene 123: indoors{***}
mno_choose_scene_176|oim p scene 124: generate{***}
mno_choose_scene_177|oim p scene 125: generate{***}
mno_choose_scene_178|oim p scene 127: generate{***}
mno_choose_scene_179|oim p scene 128: generate{***}
mno_choose_scene_180|oim p scene 129: generate{***}
mno_choose_scene_181|oim p scene 130: generate{***}
menu_choose_scenes_182|Choose a scene: (Page 15 of 18){***}
mno_choose_scene_182|oim p scene 132: indoors|force skybox{***}
mno_choose_scene_183|oim p scene 134: generate{***}
mno_choose_scene_184|oim p scene 135: generate{***}
mno_choose_scene_185|oim p scene 137: generate{***}
mno_choose_scene_186|oim p scene 138: generate{***}
mno_choose_scene_187|oim p scene 139: generate{***}
mno_choose_scene_188|oim p scene 147: generate{***}
mno_choose_scene_189|oim p scene 148: generate{***}
mno_choose_scene_190|oim p scene 149: generate{***}
mno_choose_scene_191|oim p scene 150: generate{***}
mno_choose_scene_192|oim p scene 151: generate{***}
mno_choose_scene_193|oim p scene 152: generate{***}
mno_choose_scene_194|oim p scene 156: generate{***}
menu_choose_scenes_195|Choose a scene: (Page 16 of 18){***}
mno_choose_scene_195|oim p schooner assault: generate{***}
mno_choose_scene_196|oim p schooner frigate assault: generate{***}
mno_choose_scene_197|oim p schooner small galleon assault: generate{***}
mno_choose_scene_198|oim p shipoftheline assault: generate{***}
mno_choose_scene_199|oim p shipoftheline frigate assault: generate{***}
mno_choose_scene_200|oim p shipoftheline large galleon assault: generate{***}
mno_choose_scene_201|oim p shipoftheline schooner assault: generate{***}
mno_choose_scene_202|oim p shipoftheline small galleon assault: generate{***}
mno_choose_scene_203|oim p small galleon assault: generate{***}
mno_choose_scene_204|oim p village 1: generate{***}
mno_choose_scene_205|salt mine: generate{***}
mno_choose_scene_206|sea assault stone wg large: generate{***}
mno_choose_scene_207|sea assault wooden wg large: generate{***}
menu_choose_scenes_208|Choose a scene: (Page 17 of 18){***}
mno_choose_scene_208|sea battle 01: generate{***}
mno_choose_scene_209|sea conversation lord: generate{***}
mno_choose_scene_210|sea flat entry points only: generate{***}
mno_choose_scene_211|ship window scene: generate{***}
mno_choose_scene_212|the happy boar: generate{***}
mno_choose_scene_213|town 1 walls: generate{***}
mno_choose_scene_214|town 1 walls 2: generate{***}
mno_choose_scene_215|training ground ranged melee 1: indoors{***}
mno_choose_scene_216|training ground ranged melee 2: generate{***}
mno_choose_scene_217|training ground ranged melee 3: generate{***}
mno_choose_scene_218|training ground ranged melee 4: generate{***}
mno_choose_scene_219|training ground ranged melee 5: generate{***}
mno_choose_scene_220|zendar arena: indoors{***}
menu_choose_scenes_221|Choose a scene: (Page 18 of 18){***}
mno_choose_scene_221|zendar center: indoors{***}
mno_choose_scene_222|zendar merchant: generate{***}
